event_date,custom_session_id,revenue
2020-11-17,70013731.5220508342_2652166561,10.0
2020-11-17,70013731.5220508342_2652166561,10.0
2020-11-17,70013731.5220508342_2652166561,13.0
2020-11-17,70013731.5220508342_2652166561,10.0
2020-11-17,70013731.5220508342_2652166561,18.0
2020-11-17,70013731.5220508342_2652166561,10.0
2020-11-17,70013731.5220508342_2652166561,10.0
2020-11-17,82819933.0760343151_9984057822,20.0
2020-11-17,82819933.0760343151_9984057822,1.0
2020-11-17,82819933.0760343151_9984057822,20.0
2020-11-17,85065615.9182483522_9234695422,35.0
2020-11-17,85065615.9182483522_9234695422,14.0
2020-11-17,85065615.9182483522_9234695422,25.0
2020-11-17,88104982.4975566982_7331430782,2.0
2020-11-17,88104982.4975566982_7331430782,10.0
2020-11-17,88104982.4975566982_7331430782,15.0
2020-11-17,89822931.5917917105_8310977334,16.0
2020-11-17,89822931.5917917105_8310977334,2.0
2020-11-17,89822931.5917917105_8310977334,6.0
2020-11-17,97619147.3055572166_5449891157,30.0
2020-11-17,97619147.3055572166_5449891157,4.0
2020-11-17,97619147.3055572166_5449891157,4.0
2020-11-17,2708313.8991739258_5058619096,3.0
2020-11-17,2708313.8991739258_5058619096,46.0
2020-11-17,2708313.8991739258_5058619096,28.0
2020-11-17,2708313.8991739258_5058619096,12.0
2020-11-17,3158904.4798196476_4984217105,23.0
2020-11-17,3158904.4798196476_4984217105,18.0
2020-11-17,3158904.4798196476_4984217105,30.0
2020-11-17,3158904.4798196476_4984217105,55.0
2020-11-17,4546674.9168389614_6573167539,54.0
2020-11-17,4546674.9168389614_6573167539,18.0
2020-11-17,4546674.9168389614_6573167539,18.0
2020-11-17,4546674.9168389614_6573167539,18.0
2020-11-17,7531952.8659763808_5479021232,13.0
2020-11-17,7531952.8659763808_5479021232,13.0
2020-11-17,7531952.8659763808_5479021232,17.0
2020-11-17,22163228.0919031513_5821506327,16.0
2020-11-17,4638232.0352195209_465250960,38.0
2020-11-17,22163228.0919031513_5821506327,2.0
2020-11-17,22163228.0919031513_5821506327,26.0
2020-11-17,22163228.0919031513_5821506327,11.0
2020-11-17,23684852.7409567673_3054514157,30.0
2020-11-17,23684852.7409567673_3054514157,29.0
2020-11-17,23684852.7409567673_3054514157,20.0
2020-11-17,23684852.7409567673_3054514157,14.0
2020-11-17,31713671.8301075277_4757009927,11.0
2020-11-17,31713671.8301075277_4757009927,24.0
2020-11-17,31713671.8301075277_4757009927,3.0
2020-11-17,31713671.8301075277_4757009927,3.0
2020-11-17,51608821.0291355400_190808215,24.0
2020-11-17,51608821.0291355400_190808215,18.0
2020-11-17,51608821.0291355400_190808215,23.0
2020-11-17,51608821.0291355400_190808215,24.0
2020-11-17,74546001.3718778256_2358984404,3.0
2020-11-17,74546001.3718778256_2358984404,2.0
2020-11-17,74546001.3718778256_2358984404,12.0
2020-11-17,1336541.8089767254_9580796066,21.0
2020-11-17,74546001.3718778256_2358984404,11.0
2020-11-17,3188737051.8836428627_87534875,46.0
2020-11-17,3188737051.8836428627_87534875,3.0
2020-11-17,3188737051.8836428627_87534875,44.0
2020-11-17,3188737051.8836428627_87534875,71.0
2020-11-17,5050331.6599537444_7583573081,32.0
2020-11-17,5050331.6599537444_7583573081,32.0
2020-11-17,5050331.6599537444_7583573081,20.0
2020-11-17,5050331.6599537444_7583573081,28.0
2020-11-17,5050331.6599537444_7583573081,16.0
2020-11-17,7153024.5115370134_1152357729,14.0
2020-11-17,7153024.5115370134_1152357729,14.0
2020-11-17,7153024.5115370134_1152357729,16.0
2020-11-17,7153024.5115370134_1152357729,18.0
2020-11-17,7153024.5115370134_1152357729,14.0
2020-11-17,7808489.0343492791_1000478982,13.0
2020-11-17,7808489.0343492791_1000478982,2.0
2020-11-17,1207697.7765216065_1800994761,17.0
2020-11-17,7808489.0343492791_1000478982,2.0
2020-11-17,7808489.0343492791_1000478982,10.0
2020-11-17,7808489.0343492791_1000478982,3.0
2020-11-17,34360015.5039813275_5477785586,7.0
2020-11-17,34360015.5039813275_5477785586,4.0
2020-11-17,34360015.5039813275_5477785586,2.0
2020-11-17,34360015.5039813275_5477785586,6.0
2020-11-17,34360015.5039813275_5477785586,18.0
2020-11-17,5370675.2157971187_8309927366,28.0
2020-11-17,5370675.2157971187_8309927366,88.0
2020-11-17,5370675.2157971187_8309927366,57.0
2020-11-17,5370675.2157971187_8309927366,18.0
2020-11-17,5370675.2157971187_8309927366,42.0
2020-11-17,5370675.2157971187_8309927366,14.0
2020-11-17,7028601.6018983018_4366591633,2.0
2020-11-17,7028601.6018983018_4366591633,20.0
2020-11-17,7028601.6018983018_4366591633,2.0
2020-11-17,7028601.6018983018_4366591633,4.0
2020-11-17,7028601.6018983018_4366591633,24.0
2020-11-17,7028601.6018983018_4366591633,48.0
2020-11-17,7453835.7513761923_6156477289,12.0
2020-11-17,7453835.7513761923_6156477289,10.0
2020-11-17,7453835.7513761923_6156477289,2.0
2020-11-17,7453835.7513761923_6156477289,12.0
2020-11-17,7453835.7513761923_6156477289,5.0
2020-11-17,7453835.7513761923_6156477289,2.0
2020-11-17,7890615.0225530592_6513063823,10.0
2020-11-17,7890615.0225530592_6513063823,13.0
2020-11-17,7890615.0225530592_6513063823,20.0
2020-11-17,7890615.0225530592_6513063823,30.0
2020-11-17,7890615.0225530592_6513063823,32.0
2020-11-17,7890615.0225530592_6513063823,4.0
2020-11-17,13654113.8966730613_9836834404,25.0
2020-11-17,13654113.8966730613_9836834404,5.0
2020-11-17,13654113.8966730613_9836834404,55.0
2020-11-17,13654113.8966730613_9836834404,12.0
2020-11-17,13654113.8966730613_9836834404,37.0
2020-11-17,13654113.8966730613_9836834404,17.0
2020-11-17,84868240.4309852777_3821845661,20.0
2020-11-17,84868240.4309852777_3821845661,10.0
2020-11-17,84868240.4309852777_3821845661,14.0
2020-11-17,84868240.4309852777_3821845661,10.0
2020-11-17,84868240.4309852777_3821845661,28.0
2020-11-17,84868240.4309852777_3821845661,48.0
2020-11-17,12291446.3815334458_3931110143,22.0
2020-11-17,12291446.3815334458_3931110143,44.0
2020-11-17,5558273.2492198100_2924754550,48.0
2020-11-17,12291446.3815334458_3931110143,28.0
2020-11-17,12291446.3815334458_3931110143,44.0
2020-11-17,12291446.3815334458_3931110143,12.0
2020-11-17,12291446.3815334458_3931110143,24.0
2020-11-17,12291446.3815334458_3931110143,28.0
2020-11-17,5558273.2492198100_2924754550,92.0
2020-11-17,5558273.2492198100_2924754550,36.0
2020-11-17,5558273.2492198100_2924754550,32.0
2020-11-17,5558273.2492198100_2924754550,20.0
2020-11-17,5558273.2492198100_2924754550,32.0
2020-11-17,5558273.2492198100_2924754550,28.0
2020-11-17,5558273.2492198100_2924754550,16.0
2020-11-17,32903632.0574579540_5298983150,28.0
2020-11-17,32903632.0574579540_5298983150,14.0
2020-11-17,32903632.0574579540_5298983150,25.0
2020-11-17,32903632.0574579540_5298983150,28.0
2020-11-17,32903632.0574579540_5298983150,14.0
2020-11-17,32903632.0574579540_5298983150,7.0
2020-11-17,32903632.0574579540_5298983150,14.0
2020-11-17,32903632.0574579540_5298983150,24.0
2020-11-17,32903632.0574579540_5298983150,20.0
2020-11-17,11174427.4523965634_7534602451,24.0
2020-11-17,11174427.4523965634_7534602451,8.0
2020-11-17,11174427.4523965634_7534602451,24.0
2020-11-17,11174427.4523965634_7534602451,16.0
2020-11-17,11174427.4523965634_7534602451,10.0
2020-11-17,11174427.4523965634_7534602451,24.0
2020-11-17,11174427.4523965634_7534602451,16.0
2020-11-17,11174427.4523965634_7534602451,5.0
2020-11-17,11174427.4523965634_7534602451,72.0
2020-11-17,11174427.4523965634_7534602451,3.0
2020-11-17,11174427.4523965634_7534602451,2.0
2020-11-17,11174427.4523965634_7534602451,3.0
2020-11-17,11174427.4523965634_7534602451,2.0
2020-11-17,49777952.2680869968_2599571071,10.0
2020-11-17,49777952.2680869968_2599571071,2.0
2020-11-17,49777952.2680869968_2599571071,20.0
2020-11-17,49777952.2680869968_2599571071,8.0
2020-11-17,49777952.2680869968_2599571071,20.0
2020-11-17,49777952.2680869968_2599571071,16.0
2020-11-17,49777952.2680869968_2599571071,20.0
2020-11-17,49777952.2680869968_2599571071,11.0
2020-11-17,49777952.2680869968_2599571071,2.0
2020-11-17,49777952.2680869968_2599571071,46.0
2020-11-17,49777952.2680869968_2599571071,6.0
2020-11-17,49777952.2680869968_2599571071,6.0
2020-11-17,49777952.2680869968_2599571071,6.0
2020-11-17,49777952.2680869968_2599571071,3.0
2020-11-17,49777952.2680869968_2599571071,3.0
2020-11-17,49777952.2680869968_2599571071,2.0
2020-11-17,49777952.2680869968_2599571071,1.0
2020-11-17,5002787.9583537280_2754123078,24.0
2020-11-17,7195542.3513817232_4239033063,24.0
2020-11-17,8798966.0388484094_585468624,24.0
2020-11-17,12453465.5603334682_6982853361,24.0
2020-11-17,23822680.9624813723_9013763099,20.0
2020-11-17,24851076.8537081033_4525147069,7.0
2020-11-18,45732822.6958771748_76911344,16.0
2020-11-18,2756907.5463530964_2358971809,30.0
2020-11-18,3562907.6727254901_3449787582,60.0
2020-11-18,4202156.8314255445_7613626646,16.0
2020-11-18,4202156.8314255445_7613626646,16.0
2020-11-18,4292153.8730497072_2150543644,24.0
2020-11-18,4292153.8730497072_2150543644,24.0
2020-11-18,5312155.7410092259_9021444289,46.0
2020-11-18,5315363.0230026524_5769168047,14.0
2020-11-18,5475603.0389778212_4938374713,16.0
2020-11-18,6006535.5168372354_7713772094,44.0
2020-11-18,6037505.2082712603_595200920,55.0
2020-11-18,7150186.6926554484_3852369289,92.0
2020-11-18,7150186.6926554484_3852369289,92.0
2020-11-18,8016178.0613025896_9764943870,4.0
2020-11-18,16533293.5005173202_3454636588,55.0
2020-11-18,36342934.1053894040_7233336241,60.0
2020-11-18,36342934.1053894040_7233336241,60.0
2020-11-18,36342934.1053894040_7233336241,69.0
2020-11-18,37308413.7975307957_8475066059,55.0
2020-11-18,41434088.5731372054_1849277341,5.0
2020-11-18,41590177.4228524607_828814367,24.0
2020-11-18,48579992.6520915753_1313131106,44.0
2020-11-18,48579992.6520915753_1313131106,44.0
2020-11-18,57966618.4492876538_5592986257,18.0
2020-11-18,57966618.4492876538_5592986257,18.0
2020-11-18,57966618.4492876538_3302863319,18.0
2020-11-18,71727250.2189553207_4435067103,61.0
2020-11-18,73039691.3592091634_3241520206,8.0
2020-11-18,76236262.3256398802_2198734443,89.0
2020-11-18,80921507.1393350408_7201536171,32.0
2020-11-18,80975437.6451700615_1479435778,60.0
2020-11-18,80975437.6451700615_1479435778,60.0
2020-11-18,88260882.4631526417_3061856372,13.0
2020-11-18,92072022.0613567200_1818665307,48.0
2020-11-18,1902955797.7515388048_2111852606,48.0
2020-11-18,1902955797.7515388048_2111852606,48.0
2020-11-18,3891526.7366315097_7906137305,16.0
2020-11-18,2912765.2807032809_9003646172,16.0
2020-11-18,2912765.2807032809_9003646172,8.0
2020-11-18,2912765.2807032809_9003646172,16.0
2020-11-18,2912765.2807032809_9003646172,8.0
2020-11-18,3323630.2242579330_4184555779,4.0
2020-11-18,3323630.2242579330_4184555779,8.0
2020-11-18,3891526.7366315097_7906137305,10.0
2020-11-18,14525425.6643981670_6225583502,6.0
2020-11-18,14525425.6643981670_6225583502,12.0
2020-11-18,15903616.8819952603_7271045322,7.0
2020-11-18,15903616.8819952603_7271045322,3.0
2020-11-18,41141552.8387155159_123143440,24.0
2020-11-18,41141552.8387155159_123143440,55.0
2020-11-18,51848909.4124639592_7576249227,10.0
2020-11-18,51848909.4124639592_7576249227,13.0
2020-11-18,51848909.4124639592_7576249227,13.0
2020-11-18,51848909.4124639592_7576249227,10.0
2020-11-18,57062019.1930840950_9277958802,44.0
2020-11-18,57062019.1930840950_9277958802,60.0
2020-11-18,57966618.4492876538_3302863319,5.0
2020-11-18,57966618.4492876538_3302863319,10.0
2020-11-18,69449470.6900964049_2918242414,16.0
2020-11-18,80598518.3764258754_5549974550,
2020-11-18,69449470.6900964049_2918242414,19.0
2020-11-18,69449470.6900964049_2918242414,16.0
2020-11-18,69449470.6900964049_2918242414,19.0
2020-11-18,73039691.3592091634_3241520206,40.0
2020-11-18,73039691.3592091634_3241520206,40.0
2020-11-18,3092987668.5257302601_9367500861,32.0
2020-11-18,3092987668.5257302601_9367500861,32.0
2020-11-18,43139770.9421518497_4591484845,14.0
2020-11-18,43139770.9421518497_4591484845,20.0
2020-11-18,43139770.9421518497_4591484845,20.0
2020-11-18,43139770.9421518497_4591484845,20.0
2020-11-18,43139770.9421518497_4591484845,20.0
2020-11-18,43139770.9421518497_4591484845,14.0
2020-11-18,6134557.2662121134_588560244,55.0
2020-11-18,6134557.2662121134_588560244,48.0
2020-11-18,6134557.2662121134_588560244,63.0
2020-11-18,6134557.2662121134_588560244,10.0
2020-11-18,24745771.8606465125_1796307878,18.0
2020-11-18,24745771.8606465125_1796307878,32.0
2020-11-18,24745771.8606465125_1796307878,20.0
2020-11-18,24745771.8606465125_1796307878,1.0
2020-11-18,56162479.7328415035_9434656954,64.0
2020-11-18,56162479.7328415035_9434656954,16.0
2020-11-18,56162479.7328415035_9434656954,16.0
2020-11-18,56162479.7328415035_9434656954,48.0
2020-11-18,80921507.1393350408_7201536171,14.0
2020-11-18,80921507.1393350408_7201536171,14.0
2020-11-18,80921507.1393350408_7201536171,8.0
2020-11-18,80921507.1393350408_7201536171,44.0
2020-11-18,12291446.3815334458_1474914962,1.0
2020-11-18,12291446.3815334458_1474914962,14.0
2020-11-18,12291446.3815334458_1474914962,2.0
2020-11-18,12291446.3815334458_1474914962,10.0
2020-11-18,12291446.3815334458_1474914962,14.0
2020-11-18,12344534.0893063989_6656641609,40.0
2020-11-18,12344534.0893063989_6656641609,16.0
2020-11-18,12344534.0893063989_6656641609,20.0
2020-11-18,12344534.0893063989_6656641609,19.0
2020-11-18,12344534.0893063989_6656641609,20.0
2020-11-18,8575512403.1238544800_1910956680,13.0
2020-11-18,8575512403.1238544800_1910956680,13.0
2020-11-18,8575512403.1238544800_1910956680,25.0
2020-11-18,8575512403.1238544800_1910956680,71.0
2020-11-18,8575512403.1238544800_1910956680,19.0
2020-11-18,76356424.0978454972_321971500,14.0
2020-11-18,76356424.0978454972_321971500,6.0
2020-11-18,76356424.0978454972_321971500,16.0
2020-11-18,76356424.0978454972_321971500,16.0
2020-11-18,76356424.0978454972_321971500,20.0
2020-11-18,76356424.0978454972_321971500,11.0
2020-11-18,76356424.0978454972_321971500,20.0
2020-11-18,76356424.0978454972_321971500,11.0
2020-11-18,76356424.0978454972_321971500,16.0
2020-11-18,76356424.0978454972_321971500,6.0
2020-11-18,76356424.0978454972_321971500,16.0
2020-11-18,76356424.0978454972_321971500,14.0
2020-11-18,3970244.0843404011_2575564963,24.0
2020-11-18,3970244.0843404011_2575564963,16.0
2020-11-18,3970244.0843404011_2575564963,4.0
2020-11-18,3970244.0843404011_2575564963,24.0
2020-11-18,3970244.0843404011_2575564963,4.0
2020-11-18,3970244.0843404011_2575564963,44.0
2020-11-18,3970244.0843404011_2575564963,4.0
2020-11-18,8822878673.4974906772_5198157466,3.0
2020-11-18,8822878673.4974906772_5198157466,2.0
2020-11-18,8822878673.4974906772_5198157466,20.0
2020-11-18,8822878673.4974906772_5198157466,10.0
2020-11-18,8822878673.4974906772_5198157466,22.0
2020-11-18,8822878673.4974906772_5198157466,2.0
2020-11-18,8822878673.4974906772_5198157466,48.0
2020-11-18,8822878673.4974906772_5198157466,18.0
2020-11-18,38970589.1095437937_1368312085,55.0
2020-11-18,38970589.1095437937_1368312085,63.0
2020-11-18,38970589.1095437937_1368312085,55.0
2020-11-18,38970589.1095437937_1368312085,60.0
2020-11-18,38970589.1095437937_1368312085,63.0
2020-11-18,38970589.1095437937_1368312085,60.0
2020-11-18,38970589.1095437937_1368312085,60.0
2020-11-18,38970589.1095437937_1368312085,30.0
2020-11-18,38970589.1095437937_1368312085,30.0
2020-11-18,80921507.1393350408_7201536171,48.0
2020-11-18,80921507.1393350408_7201536171,19.0
2020-11-18,80921507.1393350408_7201536171,22.0
2020-11-18,80921507.1393350408_7201536171,55.0
2020-11-18,80921507.1393350408_7201536171,12.0
2020-11-18,80921507.1393350408_7201536171,55.0
2020-11-18,80921507.1393350408_7201536171,44.0
2020-11-18,80921507.1393350408_7201536171,3.0
2020-11-18,80921507.1393350408_7201536171,3.0
2020-11-18,45732822.6958771748_76911344,8.0
2020-11-18,45732822.6958771748_76911344,10.0
2020-11-18,45732822.6958771748_76911344,9.0
2020-11-18,45732822.6958771748_76911344,16.0
2020-11-18,45732822.6958771748_76911344,10.0
2020-11-18,45732822.6958771748_76911344,71.0
2020-11-18,45732822.6958771748_76911344,6.0
2020-11-18,45732822.6958771748_76911344,4.0
2020-11-18,45732822.6958771748_76911344,28.0
2020-11-18,45732822.6958771748_76911344,26.0
2020-11-18,45732822.6958771748_76911344,20.0
2020-11-18,45732822.6958771748_76911344,18.0
2020-11-18,45732822.6958771748_76911344,14.0
2020-11-18,45732822.6958771748_76911344,16.0
2020-11-18,45732822.6958771748_76911344,32.0
2020-11-18,45732822.6958771748_76911344,16.0
2020-11-18,45732822.6958771748_76911344,46.0
2020-11-18,45732822.6958771748_76911344,10.0
2020-11-18,45732822.6958771748_76911344,48.0
2020-11-18,45732822.6958771748_76911344,6.0
2020-11-18,45732822.6958771748_76911344,10.0
2020-11-18,45732822.6958771748_76911344,9.0
2020-11-18,45732822.6958771748_76911344,6.0
2020-11-18,45732822.6958771748_76911344,14.0
2020-11-18,45732822.6958771748_76911344,9.0
2020-11-18,45732822.6958771748_76911344,16.0
2020-11-18,45732822.6958771748_76911344,24.0
2020-11-19,1416421.5108958042_283739272,48.0
2020-11-19,1603505.5621824416_4976523450,30.0
2020-11-19,1603505.5621824416_4976523450,30.0
2020-11-19,3654911.3877750732_2500534944,46.0
2020-11-19,3654911.3877750732_2500534944,46.0
2020-11-19,5407612.3141758192_2110718280,32.0
2020-11-19,5407612.3141758192_2110718280,32.0
2020-11-19,7013729.3490992264_4080619042,20.0
2020-11-19,7013729.3490992264_4080619042,20.0
2020-11-19,20303703.1154814143_1487758935,13.0
2020-11-19,20303703.1154814143_1487758935,13.0
2020-11-19,30970636.0210409460_5020824438,7.0
2020-11-19,30970636.0210409460_5020824438,7.0
2020-11-19,35307335.0847619857_3131203781,24.0
2020-11-19,35307335.0847619857_3131203781,24.0
2020-11-19,43690856.5510407395_9866697597,20.0
2020-11-19,43690856.5510407395_9866697597,20.0
2020-11-19,48159916.2278332378_1421007745,63.0
2020-11-19,48159916.2278332378_1421007745,63.0
2020-11-19,62220268.4064155620_9445812747,44.0
2020-11-19,62220268.4064155620_9445812747,44.0
2020-11-19,76589332.6790534083_6035264257,92.0
2020-11-19,91330895.7800746773_6914137509,20.0
2020-11-19,91330895.7800746773_6914137509,20.0
2020-11-19,6628033917.0193794826_1882218487,48.0
2020-11-19,6628033917.0193794826_1882218487,48.0
2020-11-19,5637710.4936907752_8958881933,115.0
2020-11-19,5637710.4936907752_8958881933,30.0
2020-11-19,5637710.4936907752_8958881933,30.0
2020-11-19,5637710.4936907752_8958881933,115.0
2020-11-19,6603816.5140292624_2523478430,19.0
2020-11-19,6603816.5140292624_2523478430,14.0
2020-11-19,6603816.5140292624_2523478430,14.0
2020-11-19,6603816.5140292624_2523478430,19.0
2020-11-19,8039416.4498627108_2819962413,11.0
2020-11-19,8039416.4498627108_2819962413,32.0
2020-11-19,7019543.7153257093_439748687,89.0
2020-11-19,8039416.4498627108_2819962413,32.0
2020-11-19,8039416.4498627108_2819962413,11.0
2020-11-19,43950878.2847092801_7198771126,34.0
2020-11-19,43950878.2847092801_7198771126,34.0
2020-11-19,77977630.2926457730_2922790704,14.0
2020-11-19,77977630.2926457730_2922790704,32.0
2020-11-19,77977630.2926457730_2922790704,32.0
2020-11-19,77977630.2926457730_2922790704,14.0
2020-11-19,82616163.0426166700_901526434,58.0
2020-11-19,82616163.0426166700_901526434,30.0
2020-11-19,87464267.0084919923_1976571973,58.0
2020-11-19,87464267.0084919923_1976571973,20.0
2020-11-19,87464267.0084919923_1976571973,20.0
2020-11-19,87464267.0084919923_1976571973,58.0
2020-11-19,1706011.8461395358_9733708914,14.0
2020-11-19,1706011.8461395358_9733708914,1.0
2020-11-19,1706011.8461395358_9733708914,1.0
2020-11-19,1706011.8461395358_9733708914,1.0
2020-11-19,1706011.8461395358_9733708914,1.0
2020-11-19,1706011.8461395358_9733708914,14.0
2020-11-19,4789616.5651606218_3867164554,32.0
2020-11-19,4789616.5651606218_3867164554,7.0
2020-11-19,4789616.5651606218_3867164554,11.0
2020-11-19,4789616.5651606218_3867164554,11.0
2020-11-19,4789616.5651606218_3867164554,7.0
2020-11-19,4789616.5651606218_3867164554,32.0
2020-11-19,5561956.8525640382_4422563541,32.0
2020-11-19,5561956.8525640382_4422563541,18.0
2020-11-19,5561956.8525640382_4422563541,46.0
2020-11-19,5561956.8525640382_4422563541,32.0
2020-11-19,5561956.8525640382_4422563541,46.0
2020-11-19,5561956.8525640382_4422563541,18.0
2020-11-19,7019543.7153257093_439748687,58.0
2020-11-19,7019543.7153257093_439748687,30.0
2020-11-19,7019543.7153257093_439748687,89.0
2020-11-19,7019543.7153257093_439748687,58.0
2020-11-19,7019543.7153257093_439748687,30.0
2020-11-19,7019543.7153257093_439748687,30.0
2020-11-19,7019543.7153257093_439748687,89.0
2020-11-19,7019543.7153257093_439748687,58.0
2020-11-19,7019543.7153257093_439748687,30.0
2020-11-19,7019543.7153257093_439748687,89.0
2020-11-19,7019543.7153257093_439748687,58.0
2020-11-19,72967154.2008054722_8359072078,44.0
2020-11-19,5173366.0437512460_1888815383,9.0
2020-11-19,72967154.2008054722_8359072078,44.0
2020-11-19,72967154.2008054722_8359072078,44.0
2020-11-19,72967154.2008054722_8359072078,44.0
2020-11-19,72967154.2008054722_8359072078,44.0
2020-11-19,72967154.2008054722_8359072078,44.0
2020-11-19,81335886.8473727587_2332685112,32.0
2020-11-19,81335886.8473727587_2332685112,48.0
2020-11-19,81335886.8473727587_2332685112,88.0
2020-11-19,81335886.8473727587_2332685112,88.0
2020-11-19,81335886.8473727587_2332685112,32.0
2020-11-19,81335886.8473727587_2332685112,48.0
2020-11-19,2456393477.5274765122_3399263145,30.0
2020-11-19,2456393477.5274765122_3399263145,12.0
2020-11-19,2456393477.5274765122_3399263145,69.0
2020-11-19,2554609494.2346657395_6979049784,30.0
2020-11-19,2554609494.2346657395_6979049784,13.0
2020-11-19,2554609494.2346657395_6979049784,30.0
2020-11-19,6628033917.0193794826_1882218487,24.0
2020-11-19,6628033917.0193794826_1882218487,18.0
2020-11-19,6628033917.0193794826_1882218487,12.0
2020-11-19,6628033917.0193794826_1882218487,24.0
2020-11-19,6628033917.0193794826_1882218487,12.0
2020-11-19,6628033917.0193794826_1882218487,18.0
2020-11-19,4020386.8419933704_7362106871,16.0
2020-11-19,4020386.8419933704_7362106871,8.0
2020-11-19,4020386.8419933704_7362106871,20.0
2020-11-19,4020386.8419933704_7362106871,10.0
2020-11-19,4020386.8419933704_7362106871,10.0
2020-11-19,4020386.8419933704_7362106871,20.0
2020-11-19,4020386.8419933704_7362106871,16.0
2020-11-19,4020386.8419933704_7362106871,8.0
2020-11-19,5637710.4936907752_8958881933,29.0
2020-11-19,5637710.4936907752_8958881933,30.0
2020-11-19,5637710.4936907752_8958881933,6.0
2020-11-19,5637710.4936907752_8958881933,16.0
2020-11-19,5637710.4936907752_8958881933,29.0
2020-11-19,5637710.4936907752_8958881933,6.0
2020-11-19,5637710.4936907752_8958881933,16.0
2020-11-19,5637710.4936907752_8958881933,30.0
2020-11-19,26869413.1979446467_5447995124,33.0
2020-11-19,26869413.1979446467_5447995124,2.0
2020-11-19,26869413.1979446467_5447995124,2.0
2020-11-19,26869413.1979446467_5447995124,20.0
2020-11-19,5173366.0437512460_1888815383,12.0
2020-11-19,26869413.1979446467_5447995124,33.0
2020-11-19,26869413.1979446467_5447995124,2.0
2020-11-19,26869413.1979446467_5447995124,2.0
2020-11-19,26869413.1979446467_5447995124,20.0
2020-11-19,2660071.6760619641_9683959046,16.0
2020-11-19,2660071.6760619641_9683959046,9.0
2020-11-19,2660071.6760619641_9683959046,23.0
2020-11-19,2660071.6760619641_9683959046,44.0
2020-11-19,2660071.6760619641_9683959046,4.0
2020-11-19,2660071.6760619641_9683959046,16.0
2020-11-19,2660071.6760619641_9683959046,23.0
2020-11-19,2660071.6760619641_9683959046,44.0
2020-11-19,2660071.6760619641_9683959046,9.0
2020-11-19,2660071.6760619641_9683959046,4.0
2020-11-19,5173366.0437512460_1888815383,9.0
2020-11-19,5173366.0437512460_1888815383,12.0
2020-11-19,5173366.0437512460_1888815383,12.0
2020-11-19,5173366.0437512460_1888815383,9.0
2020-11-19,5173366.0437512460_1888815383,9.0
2020-11-19,5173366.0437512460_1888815383,3.0
2020-11-19,5173366.0437512460_1888815383,9.0
2020-11-19,5173366.0437512460_1888815383,3.0
2020-11-19,5173366.0437512460_1888815383,9.0
2020-11-19,5173366.0437512460_1888815383,12.0
2020-11-19,6035403.0151268164_2090431309,6.0
2020-11-19,6035403.0151268164_2090431309,9.0
2020-11-19,6035403.0151268164_2090431309,13.0
2020-11-19,6035403.0151268164_2090431309,6.0
2020-11-19,6035403.0151268164_2090431309,3.0
2020-11-19,6035403.0151268164_2090431309,10.0
2020-11-19,6035403.0151268164_2090431309,3.0
2020-11-19,6035403.0151268164_2090431309,10.0
2020-11-19,6035403.0151268164_2090431309,9.0
2020-11-19,6035403.0151268164_2090431309,6.0
2020-11-19,6035403.0151268164_2090431309,13.0
2020-11-19,6035403.0151268164_2090431309,6.0
2020-11-19,3402018.0291081671_4347697486,10.0
2020-11-19,3402018.0291081671_4347697486,18.0
2020-11-19,3402018.0291081671_4347697486,44.0
2020-11-19,3402018.0291081671_4347697486,12.0
2020-11-19,3402018.0291081671_4347697486,9.0
2020-11-19,3402018.0291081671_4347697486,3.0
2020-11-19,3402018.0291081671_4347697486,22.0
2020-11-19,3402018.0291081671_4347697486,12.0
2020-11-19,3402018.0291081671_4347697486,22.0
2020-11-19,3402018.0291081671_4347697486,44.0
2020-11-19,3402018.0291081671_4347697486,3.0
2020-11-19,3402018.0291081671_4347697486,18.0
2020-11-19,3402018.0291081671_4347697486,10.0
2020-11-19,3402018.0291081671_4347697486,9.0
2020-11-19,7305312.0773204883_2188238727,32.0
2020-11-19,7305312.0773204883_2188238727,12.0
2020-11-19,7305312.0773204883_2188238727,7.0
2020-11-19,7305312.0773204883_2188238727,24.0
2020-11-19,7305312.0773204883_2188238727,5.0
2020-11-19,7305312.0773204883_2188238727,2.0
2020-11-19,7305312.0773204883_2188238727,13.0
2020-11-19,7305312.0773204883_2188238727,5.0
2020-11-19,7305312.0773204883_2188238727,13.0
2020-11-19,7305312.0773204883_2188238727,12.0
2020-11-19,7305312.0773204883_2188238727,7.0
2020-11-19,7305312.0773204883_2188238727,32.0
2020-11-19,7305312.0773204883_2188238727,2.0
2020-11-19,7305312.0773204883_2188238727,24.0
2020-11-19,55800996.4365989462_2785327470,11.0
2020-11-19,55800996.4365989462_2785327470,7.0
2020-11-19,55800996.4365989462_2785327470,13.0
2020-11-19,55800996.4365989462_2785327470,12.0
2020-11-19,55800996.4365989462_2785327470,3.0
2020-11-19,55800996.4365989462_2785327470,3.0
2020-11-19,55800996.4365989462_2785327470,13.0
2020-11-19,55800996.4365989462_2785327470,3.0
2020-11-19,55800996.4365989462_2785327470,13.0
2020-11-19,55800996.4365989462_2785327470,12.0
2020-11-19,55800996.4365989462_2785327470,13.0
2020-11-19,55800996.4365989462_2785327470,3.0
2020-11-19,55800996.4365989462_2785327470,11.0
2020-11-19,55800996.4365989462_2785327470,7.0
